Housing type,Occupancy status,Income class,Heating energy,Energy performance,Income class owner,Stock buildings
Single-family,Landlords,D5,Power,C,D3,342.5798394360261
Single-family,Landlords,D5,Power,C,D4,515.649058206317
Single-family,Landlords,D5,Power,C,D5,587.9660582971312
Single-family,Landlords,D5,Power,C,D6,630.3747630367106
Single-family,Landlords,D5,Power,C,D7,746.1076392772286
Single-family,Landlords,D5,Power,C,D8,884.977439292381
Single-family,Landlords,D5,Power,C,D9,1249.708589031435
Multi-family,Landlords,D6,Power,C,D1,724.9953150784185
Multi-family,Landlords,D6,Power,C,D10,8867.002940223276
Multi-family,Landlords,D6,Power,C,D2,603.2189030464086
Multi-family,Landlords,D6,Power,C,D3,500.38455595495805
Multi-family,Landlords,D6,Power,C,D4,771.9245370279277
Multi-family,Landlords,D6,Power,C,D5,981.5548866720692
Multi-family,Landlords,D6,Power,C,D6,1145.1552652260877
Multi-family,Landlords,D6,Power,C,D7,1658.8504951199
Multi-family,Landlords,D6,Power,C,D8,2336.8847831537155
Multi-family,Landlords,D6,Power,C,D9,4084.017128497241
Single-family,Landlords,D6,Power,C,D1,298.5508233575246
Single-family,Landlords,D6,Power,C,D10,2213.3705858132266
Single-family,Landlords,D6,Power,C,D2,357.67155830861174
Single-family,Landlords,D6,Power,C,D3,245.9468368121121
Single-family,Landlords,D6,Power,C,D4,480.16646709753275
Single-family,Landlords,D6,Power,C,D5,590.906372214176
Single-family,Landlords,D6,Power,C,D6,466.476942963396
Single-family,Landlords,D6,Power,C,D7,743.0094024775533
Single-family,Landlords,D6,Power,C,D8,867.0830356263561
Single-family,Landlords,D6,Power,C,D9,1362.6532263295117
Multi-family,Landlords,D7,Power,C,D1,520.1530522122074
Multi-family,Landlords,D7,Power,C,D10,9403.67927292513
Multi-family,Landlords,D7,Power,C,D2,369.7036724945878
Multi-family,Landlords,D7,Power,C,D3,496.72571255427135
Multi-family,Landlords,D7,Power,C,D4,485.12787691619866
Multi-family,Landlords,D7,Power,C,D5,715.959184492488
Multi-family,Landlords,D7,Power,C,D6,1218.4989959454551
Multi-family,Landlords,D7,Power,C,D7,1755.2255492746194
Multi-family,Landlords,D7,Power,C,D8,2437.344950589471
Multi-family,Landlords,D7,Power,C,D9,4098.692492595573
Single-family,Landlords,D7,Power,C,D1,248.89932828849734
Single-family,Landlords,D7,Power,C,D10,2503.3127112204947
Single-family,Landlords,D7,Power,C,D2,217.4416190656162
Single-family,Landlords,D7,Power,C,D3,275.05645723619807
Single-family,Landlords,D7,Power,C,D4,298.2980859176024
Single-family,Landlords,D7,Power,C,D5,431.5245433869365
Single-family,Landlords,D7,Power,C,D6,523.8121170021715
Single-family,Landlords,D7,Power,C,D7,676.1321288655973
Single-family,Landlords,D7,Power,C,D8,1074.7807995539374
Single-family,Landlords,D7,Power,C,D9,1336.4870934629482
Multi-family,Landlords,D8,Power,C,D1,750.5476808002779
Multi-family,Landlords,D8,Power,C,D10,9284.466967306442
Multi-family,Landlords,D8,Power,C,D2,268.8037477146018
Multi-family,Landlords,D8,Power,C,D3,583.6856377396074
Multi-family,Landlords,D8,Power,C,D4,529.6041633037306
Multi-family,Landlords,D8,Power,C,D5,701.2518961494295
Multi-family,Landlords,D8,Power,C,D6,791.3095897050181
Multi-family,Landlords,D8,Power,C,D7,1421.6000217244048
Multi-family,Landlords,D8,Power,C,D8,2339.022872895048
Multi-family,Landlords,D8,Power,C,D9,3938.8106226614445
Single-family,Landlords,D8,Power,C,D1,197.65264002514598
Single-family,Landlords,D8,Power,C,D10,2382.9856533791185
Single-family,Landlords,D8,Power,C,D2,252.04625263717827
Single-family,Landlords,D8,Power,C,D3,218.37757371026643
Single-family,Landlords,D8,Power,C,D4,310.9961347918287
Single-family,Landlords,D8,Power,C,D5,312.2905173964532
Single-family,Landlords,D8,Power,C,D6,643.7901485525496
Single-family,Landlords,D8,Power,C,D7,690.3893809607877
Single-family,Landlords,D8,Power,C,D8,844.5722933721331
Single-family,Landlords,D8,Power,C,D9,1250.2203311745393
Multi-family,Landlords,D9,Power,C,D1,796.0196152192282
Multi-family,Landlords,D9,Power,C,D10,9506.490168633078
Multi-family,Landlords,D9,Power,C,D2,371.47886590831143
Multi-family,Landlords,D9,Power,C,D3,367.9452576561207
Multi-family,Landlords,D9,Power,C,D4,353.9717254143026
Multi-family,Landlords,D9,Power,C,D5,515.2269850391209
Multi-family,Landlords,D9,Power,C,D6,829.8979531702097
Multi-family,Landlords,D9,Power,C,D7,1171.0673075248008
Multi-family,Landlords,D9,Power,C,D8,1718.59161648271
Multi-family,Landlords,D9,Power,C,D9,3186.145004952118
Single-family,Landlords,D9,Power,C,D1,139.73027599337536
Single-family,Landlords,D9,Power,C,D10,2829.8943528727714
Single-family,Landlords,D9,Power,C,D2,178.21975867233044
Single-family,Landlords,D9,Power,C,D3,255.38701899858356
Single-family,Landlords,D9,Power,C,D4,344.7008399701902
Single-family,Landlords,D9,Power,C,D5,230.9660029172824
Single-family,Landlords,D9,Power,C,D6,447.71403210929475
Single-family,Landlords,D9,Power,C,D7,526.8217835310376
Single-family,Landlords,D9,Power,C,D8,769.969409316946
Single-family,Landlords,D9,Power,C,D9,1199.688536618189
Multi-family,Landlords,D10,Power,C,D1,786.6374136259855
Multi-family,Landlords,D10,Power,C,D10,9614.353546494827
Multi-family,Landlords,D10,Power,C,D2,193.32431524435611
Multi-family,Landlords,D10,Power,C,D3,247.52046276218084
Multi-family,Landlords,D10,Power,C,D4,331.50638459621183
Multi-family,Landlords,D10,Power,C,D5,581.5307692143937
Multi-family,Landlords,D10,Power,C,D6,735.5123405679371
Multi-family,Landlords,D10,Power,C,D7,831.9910643070663
Multi-family,Landlords,D10,Power,C,D8,1175.052685796136
Multi-family,Landlords,D10,Power,C,D9,2428.9367273909043
Single-family,Landlords,D10,Power,C,D1,248.20757209234677
Single-family,Landlords,D10,Power,C,D10,3086.0284306546973
Single-family,Landlords,D10,Power,C,D2,192.95736013397445
Single-family,Landlords,D10,Power,C,D3,167.44579106121597
Single-family,Landlords,D10,Power,C,D4,202.65646266817953
Single-family,Landlords,D10,Power,C,D5,222.33372583690098
Single-family,Landlords,D10,Power,C,D6,200.3504438341357
Single-family,Landlords,D10,Power,C,D7,329.78865998881315
Single-family,Landlords,D10,Power,C,D8,621.4298088485292
Single-family,Landlords,D10,Power,C,D9,1158.4360148812066
Multi-family,Landlords,D1,Natural gas,C,D1,3260.994314734838
Multi-family,Landlords,D1,Natural gas,C,D10,20283.744448929305
Multi-family,Landlords,D1,Natural gas,C,D2,2527.4608919004104
Multi-family,Landlords,D1,Natural gas,C,D3,2895.064563183298
Multi-family,Landlords,D1,Natural gas,C,D4,2617.3987954308877
Multi-family,Landlords,D1,Natural gas,C,D5,3212.9654700857204
Multi-family,Landlords,D1,Natural gas,C,D6,3770.1354581908204
Multi-family,Landlords,D1,Natural gas,C,D7,5095.498843678088
Multi-family,Landlords,D1,Natural gas,C,D8,7056.931857133998
Multi-family,Landlords,D1,Natural gas,C,D9,10455.876276732628
Single-family,Landlords,D1,Natural gas,C,D1,1174.9421560499475
Single-family,Landlords,D1,Natural gas,C,D10,3816.2023010651037
Single-family,Landlords,D1,Natural gas,C,D2,760.1196144804317
Single-family,Landlords,D1,Natural gas,C,D3,916.8750391947912
Single-family,Landlords,D1,Natural gas,C,D4,921.2243599151099
Single-family,Landlords,D1,Natural gas,C,D5,1107.8755338812264
Single-family,Landlords,D1,Natural gas,C,D6,1237.247416152596
Single-family,Landlords,D1,Natural gas,C,D7,1236.6393893041338
Single-family,Landlords,D1,Natural gas,C,D8,1667.61352522912
Single-family,Landlords,D1,Natural gas,C,D9,1927.52975472754
Multi-family,Landlords,D2,Natural gas,C,D1,2704.6550780895327
Multi-family,Landlords,D2,Natural gas,C,D10,16535.456245433175
Multi-family,Landlords,D2,Natural gas,C,D2,1804.2236585069202
Multi-family,Landlords,D2,Natural gas,C,D3,1974.2262547394985
Multi-family,Landlords,D2,Natural gas,C,D4,1488.8547302825687
Multi-family,Landlords,D2,Natural gas,C,D5,2732.579030159423
Multi-family,Landlords,D2,Natural gas,C,D6,3145.1107768822985
Multi-family,Landlords,D2,Natural gas,C,D7,3887.396026571465
Multi-family,Landlords,D2,Natural gas,C,D8,5409.986352744993
Multi-family,Landlords,D2,Natural gas,C,D9,8563.114046590123
Single-family,Landlords,D2,Natural gas,C,D1,950.7849270575628
Single-family,Landlords,D2,Natural gas,C,D10,4542.707275643007
Single-family,Landlords,D2,Natural gas,C,D2,866.6913140146722
Single-family,Landlords,D2,Natural gas,C,D3,796.4906620736128
Single-family,Landlords,D2,Natural gas,C,D4,1036.3823736647548
Single-family,Landlords,D2,Natural gas,C,D5,1307.7644397988427
Single-family,Landlords,D2,Natural gas,C,D6,1333.7707416435326
Single-family,Landlords,D2,Natural gas,C,D7,1560.5006160788992
Single-family,Landlords,D2,Natural gas,C,D8,2165.420984655361
Single-family,Landlords,D2,Natural gas,C,D9,2773.862635369758
Multi-family,Landlords,D3,Natural gas,C,D1,1653.952158152265
Multi-family,Landlords,D3,Natural gas,C,D10,14915.960620644024
Multi-family,Landlords,D3,Natural gas,C,D2,1309.8357524837052
Multi-family,Landlords,D3,Natural gas,C,D3,1391.903178866312
Multi-family,Landlords,D3,Natural gas,C,D4,1670.2938492337444
Multi-family,Landlords,D3,Natural gas,C,D5,2097.4567247588384
Multi-family,Landlords,D3,Natural gas,C,D6,2575.5049975813995
Multi-family,Landlords,D3,Natural gas,C,D7,3333.1265511369247
Multi-family,Landlords,D3,Natural gas,C,D8,4493.437537917345
Multi-family,Landlords,D3,Natural gas,C,D9,8343.620959225442
Single-family,Landlords,D3,Natural gas,C,D1,757.5711678574479
Single-family,Landlords,D3,Natural gas,C,D10,4704.293656516198
Single-family,Landlords,D3,Natural gas,C,D2,974.0776853924444
Single-family,Landlords,D3,Natural gas,C,D3,828.5228574607327
Single-family,Landlords,D3,Natural gas,C,D4,712.6816086988916
Single-family,Landlords,D3,Natural gas,C,D5,1191.8292567766491
Single-family,Landlords,D3,Natural gas,C,D6,1091.2752556693736
Single-family,Landlords,D3,Natural gas,C,D7,1818.632056968868
Single-family,Landlords,D3,Natural gas,C,D8,2111.860800967332
Single-family,Landlords,D3,Natural gas,C,D9,2579.7190636920614
Multi-family,Landlords,D4,Natural gas,C,D1,1830.2108757743238
Multi-family,Landlords,D4,Natural gas,C,D10,15448.328267576173
Multi-family,Landlords,D4,Natural gas,C,D2,1406.7253577697575
Multi-family,Landlords,D4,Natural gas,C,D3,1494.2137084708766
Multi-family,Landlords,D4,Natural gas,C,D4,1538.3565611115087
Multi-family,Landlords,D4,Natural gas,C,D5,2084.012145858954
Multi-family,Landlords,D4,Natural gas,C,D6,2245.5862054220283
Multi-family,Landlords,D4,Natural gas,C,D7,3462.1666043099426
Multi-family,Landlords,D4,Natural gas,C,D8,4894.507832073662
Multi-family,Landlords,D4,Natural gas,C,D9,7439.3520316327695
Single-family,Landlords,D4,Natural gas,C,D1,751.9101418500895
Single-family,Landlords,D4,Natural gas,C,D10,4649.229557718764
Single-family,Landlords,D4,Natural gas,C,D2,699.8552229580863
Single-family,Landlords,D4,Natural gas,C,D3,1090.8850838066357
Single-family,Landlords,D4,Natural gas,C,D4,852.7278076522863
Single-family,Landlords,D4,Natural gas,C,D5,928.9361951482701
Single-family,Landlords,D4,Natural gas,C,D6,1207.4462955801584
Single-family,Landlords,D4,Natural gas,C,D7,1609.2716021935007
Single-family,Landlords,D4,Natural gas,C,D8,2008.1230508823617
Single-family,Landlords,D4,Natural gas,C,D9,2818.559102209848
Multi-family,Landlords,D5,Natural gas,C,D1,1342.7794296534175
Multi-family,Landlords,D5,Natural gas,C,D10,15847.55258113711
Multi-family,Landlords,D5,Natural gas,C,D2,1389.7120593632371
Multi-family,Landlords,D5,Natural gas,C,D3,971.3087673845395
Multi-family,Landlords,D5,Natural gas,C,D4,1627.8703795858808
Multi-family,Landlords,D5,Natural gas,C,D5,2270.1528953439947
Multi-family,Landlords,D5,Natural gas,C,D6,2417.2989766014794
Multi-family,Landlords,D5,Natural gas,C,D7,3595.941407731384
Multi-family,Landlords,D5,Natural gas,C,D8,5067.931736354099
Multi-family,Landlords,D5,Natural gas,C,D9,7877.285606844861
Single-family,Landlords,D5,Natural gas,C,D1,613.8471135495158
Single-family,Landlords,D5,Natural gas,C,D10,4706.898667621742
Single-family,Landlords,D5,Natural gas,C,D2,449.8708018564724
Single-family,Landlords,D5,Natural gas,C,D3,838.178882441988
Single-family,Landlords,D5,Natural gas,C,D4,839.4016583816177
Single-family,Landlords,D5,Natural gas,C,D5,1271.0539225368063
Single-family,Landlords,D5,Natural gas,C,D6,1311.959319859023
Single-family,Landlords,D5,Natural gas,C,D7,1537.827452566201
Single-family,Landlords,D5,Natural gas,C,D8,1999.480926000167
Single-family,Landlords,D5,Natural gas,C,D9,2769.0635251864687
Multi-family,Landlords,D6,Natural gas,C,D1,1424.7004176281957
Multi-family,Landlords,D6,Natural gas,C,D10,16878.13817329247
Multi-family,Landlords,D6,Natural gas,C,D2,946.5184660921387
Multi-family,Landlords,D6,Natural gas,C,D3,1025.5913342510287
Multi-family,Landlords,D6,Natural gas,C,D4,1347.0875263365492
Multi-family,Landlords,D6,Natural gas,C,D5,2170.574506172399
Multi-family,Landlords,D6,Natural gas,C,D6,2818.1007786983064
Multi-family,Landlords,D6,Natural gas,C,D7,3329.9860811599315
Multi-family,Landlords,D6,Natural gas,C,D8,4782.361448537764
Multi-family,Landlords,D6,Natural gas,C,D9,8102.660217831211
Single-family,Landlords,D6,Natural gas,C,D1,479.7543276960463
Single-family,Landlords,D6,Natural gas,C,D10,4818.377809225852
Single-family,Landlords,D6,Natural gas,C,D2,477.27600355279276
Single-family,Landlords,D6,Natural gas,C,D3,680.6479530988694
Single-family,Landlords,D6,Natural gas,C,D4,1049.9826993850202
Single-family,Landlords,D6,Natural gas,C,D5,1055.5397968964576
Single-family,Landlords,D6,Natural gas,C,D6,1166.051118030388
Single-family,Landlords,D6,Natural gas,C,D7,1573.8084496113722
Single-family,Landlords,D6,Natural gas,C,D8,1880.0155135233795
Single-family,Landlords,D6,Natural gas,C,D9,2794.2703789798215
Multi-family,Landlords,D7,Natural gas,C,D1,888.6030878700905
Multi-family,Landlords,D7,Natural gas,C,D10,18667.01708707837
Multi-family,Landlords,D7,Natural gas,C,D2,699.0549248363379
Multi-family,Landlords,D7,Natural gas,C,D3,1042.0342827203026
Multi-family,Landlords,D7,Natural gas,C,D4,1299.1642418224494
Multi-family,Landlords,D7,Natural gas,C,D5,1831.228601453641
Multi-family,Landlords,D7,Natural gas,C,D6,2465.5126530851467
Multi-family,Landlords,D7,Natural gas,C,D7,3503.017805178208
Multi-family,Landlords,D7,Natural gas,C,D8,4636.400989336404
Multi-family,Landlords,D7,Natural gas,C,D9,8669.097126619052
Single-family,Landlords,D7,Natural gas,C,D1,493.7851917132105
Single-family,Landlords,D7,Natural gas,C,D10,5162.428028614464
Single-family,Landlords,D7,Natural gas,C,D2,444.82728822235794
Single-family,Landlords,D7,Natural gas,C,D3,592.3358253775527
Single-family,Landlords,D7,Natural gas,C,D4,766.7998416702156
Single-family,Landlords,D7,Natural gas,C,D5,1213.3081573426705
Single-family,Landlords,D7,Natural gas,C,D6,1358.5164743987004
Single-family,Landlords,D7,Natural gas,C,D7,1647.3307612971087
Single-family,Landlords,D7,Natural gas,C,D8,2020.59313118417
Single-family,Landlords,D7,Natural gas,C,D9,2738.9104501795487
Multi-family,Landlords,D8,Natural gas,C,D1,1388.9940261805602
Multi-family,Landlords,D8,Natural gas,C,D10,19725.547008980484
Multi-family,Landlords,D8,Natural gas,C,D2,677.7602664611492
Multi-family,Landlords,D8,Natural gas,C,D3,889.4511730145409
Multi-family,Landlords,D8,Natural gas,C,D4,1174.504849418335
Multi-family,Landlords,D8,Natural gas,C,D5,1250.1588167237967
Multi-family,Landlords,D8,Natural gas,C,D6,1862.8028852352957
Multi-family,Landlords,D8,Natural gas,C,D7,2884.096328554572
Multi-family,Landlords,D8,Natural gas,C,D8,4875.135480034453
Multi-family,Landlords,D8,Natural gas,C,D9,7674.910365396818
Single-family,Landlords,D8,Natural gas,C,D1,375.84796839085203
Single-family,Landlords,D8,Natural gas,C,D10,5066.585585612803
Single-family,Landlords,D8,Natural gas,C,D2,359.32970451662953
Single-family,Landlords,D8,Natural gas,C,D3,669.1687585396969
Single-family,Landlords,D8,Natural gas,C,D4,520.9964466227693
Single-family,Landlords,D8,Natural gas,C,D5,879.5720093752906
Single-family,Landlords,D8,Natural gas,C,D6,1165.7260954635824
Single-family,Landlords,D8,Natural gas,C,D7,1621.8522582817093
Single-family,Landlords,D8,Natural gas,C,D8,2004.510156975476
Single-family,Landlords,D8,Natural gas,C,D9,2801.7504862211913
Multi-family,Landlords,D9,Natural gas,C,D1,1147.1655272991777
Multi-family,Landlords,D9,Natural gas,C,D10,20163.133362029195
Multi-family,Landlords,D9,Natural gas,C,D2,743.0600656535245
Multi-family,Landlords,D9,Natural gas,C,D3,754.227959566904
Multi-family,Landlords,D9,Natural gas,C,D4,831.9414425312262
Multi-family,Landlords,D9,Natural gas,C,D5,1075.0900457634368
Multi-family,Landlords,D9,Natural gas,C,D6,1775.335471133514
Multi-family,Landlords,D9,Natural gas,C,D7,2596.465385416443
Multi-family,Landlords,D9,Natural gas,C,D8,3556.2819913511266
Multi-family,Landlords,D9,Natural gas,C,D9,7453.602379255452
Single-family,Landlords,D9,Natural gas,C,D1,385.2285458173935
Single-family,Landlords,D9,Natural gas,C,D10,5544.227191298751
Single-family,Landlords,D9,Natural gas,C,D2,372.61280497826704
Single-family,Landlords,D9,Natural gas,C,D3,499.8517001099423
Single-family,Landlords,D9,Natural gas,C,D4,405.66546876865664
Single-family,Landlords,D9,Natural gas,C,D5,594.4206833859572
Single-family,Landlords,D9,Natural gas,C,D6,996.7806707914993
Single-family,Landlords,D9,Natural gas,C,D7,1268.9367031820007
Single-family,Landlords,D9,Natural gas,C,D8,1612.8328332814185
Single-family,Landlords,D9,Natural gas,C,D9,2943.675648386116
Multi-family,Landlords,D10,Natural gas,C,D1,1385.6719171464695
Multi-family,Landlords,D10,Natural gas,C,D10,26867.324218139165
Multi-family,Landlords,D10,Natural gas,C,D2,874.7160775813572
Multi-family,Landlords,D10,Natural gas,C,D3,549.9902363816454
Multi-family,Landlords,D10,Natural gas,C,D4,672.6001686908968
Multi-family,Landlords,D10,Natural gas,C,D5,1203.7488696056232
Multi-family,Landlords,D10,Natural gas,C,D6,1560.4018384888066
Multi-family,Landlords,D10,Natural gas,C,D7,2345.847265978984
Multi-family,Landlords,D10,Natural gas,C,D8,3627.8823000739535
Multi-family,Landlords,D10,Natural gas,C,D9,7045.2649579130875
Single-family,Landlords,D10,Natural gas,C,D1,473.2543031535314
Single-family,Landlords,D10,Natural gas,C,D10,6310.574920109271
Single-family,Landlords,D10,Natural gas,C,D2,286.8577961659977
Single-family,Landlords,D10,Natural gas,C,D3,303.8025018649621
Single-family,Landlords,D10,Natural gas,C,D4,410.3238162586289
Single-family,Landlords,D10,Natural gas,C,D5,371.5803953370704
Single-family,Landlords,D10,Natural gas,C,D6,447.22447049289985
Single-family,Landlords,D10,Natural gas,C,D7,739.1600104860826
Single-family,Landlords,D10,Natural gas,C,D8,1224.1533456134828
Single-family,Landlords,D10,Natural gas,C,D9,2405.9830305180717
Multi-family,Landlords,D1,Power,D,D1,6649.667057993349
Multi-family,Landlords,D1,Power,D,D10,40860.49143562312
